1.00E+00,-4.43E-01
1.00E+00,-4.43E-01
1.00E+00,-4.44E-01
1.00E+00,-4.43E-01
1.00E+00,-4.44E-01
1.00E+00,-4.42E-01
1.00E+00,-4.44E-01
1.00E+00,-4.43E-01
1.00E+00,-4.42E-01
1.00E+00,-4.44E-01
1.00E+00,-4.42E-01
1.00E+00,-4.44E-01
1.01E+00,-4.44E-01
1.01E+00,-4.43E-01
1.01E+00,-4.43E-01
1.01E+00,-4.42E-01
1.01E+00,-4.43E-01
1.01E+00,-4.43E-01
1.01E+00,-4.42E-01
1.01E+00,-4.44E-01
1.01E+00,-4.42E-01
1.01E+00,-4.43E-01
1.01E+00,-4.43E-01
1.01E+00,-4.41E-01
1.01E+00,-4.43E-01
1.01E+00,-4.41E-01
1.01E+00,-4.42E-01
1.01E+00,-4.42E-01
1.01E+00,-4.41E-01
1.01E+00,-4.43E-01
1.01E+00,-4.41E-01
1.02E+00,-4.43E-01
1.01E+00,-4.42E-01
1.02E+00,-4.41E-01
1.02E+00,-4.44E-01
1.02E+00,-4.41E-01
1.02E+00,-4.43E-01
1.02E+00,-4.42E-01
1.02E+00,-4.41E-01
1.02E+00,-4.43E-01
1.02E+00,-4.41E-01
1.02E+00,-4.42E-01
1.02E+00,-4.41E-01
1.02E+00,-4.42E-01
1.02E+00,-4.42E-01
1.02E+00,-4.41E-01
1.02E+00,-4.43E-01
1.02E+00,-4.42E-01
1.02E+00,-4.41E-01
1.03E+00,-4.43E-01
1.02E+00,-4.40E-01
1.03E+00,-4.42E-01
1.03E+00,-4.42E-01
1.03E+00,-4.41E-01
1.03E+00,-4.42E-01
1.03E+00,-4.40E-01
1.03E+00,-4.42E-01
1.03E+00,-4.42E-01
1.03E+00,-4.41E-01
1.03E+00,-4.42E-01
1.03E+00,-4.40E-01
1.03E+00,-4.42E-01
1.03E+00,-4.41E-01
1.03E+00,-4.41E-01
1.03E+00,-4.42E-01
1.03E+00,-4.41E-01
1.03E+00,-4.42E-01
1.03E+00,-4.42E-01
1.03E+00,-4.41E-01
1.03E+00,-4.42E-01
1.03E+00,-4.40E-01
1.03E+00,-4.42E-01
1.03E+00,-4.42E-01
1.03E+00,-4.41E-01
1.04E+00,-4.42E-01
1.03E+00,-4.41E-01
1.04E+00,-4.42E-01
1.03E+00,-4.42E-01
1.04E+00,-4.41E-01
1.04E+00,-4.42E-01
1.04E+00,-4.40E-01
1.04E+00,-4.42E-01
1.04E+00,-4.42E-01
1.04E+00,-4.40E-01
1.04E+00,-4.42E-01
1.04E+00,-4.40E-01
1.04E+00,-4.41E-01
1.04E+00,-4.41E-01
1.04E+00,-4.41E-01
1.04E+00,-4.42E-01
1.04E+00,-4.40E-01
1.05E+00,-4.42E-01
1.04E+00,-4.41E-01
1.05E+00,-4.40E-01
1.05E+00,-4.42E-01
1.05E+00,-4.41E-01
1.05E+00,-4.42E-01
1.05E+00,-4.41E-01
1.05E+00,-4.40E-01
1.05E+00,-4.42E-01
1.05E+00,-4.40E-01
1.05E+00,-4.42E-01
1.05E+00,-4.41E-01
1.05E+00,-4.40E-01
1.05E+00,-4.42E-01
1.05E+00,-4.40E-01
1.05E+00,-4.42E-01
1.05E+00,-4.41E-01
1.05E+00,-4.42E-01
1.05E+00,-4.42E-01
1.05E+00,-4.40E-01
1.05E+00,-4.41E-01
1.06E+00,-4.41E-01
1.06E+00,-4.40E-01
1.06E+00,-4.42E-01
1.06E+00,-4.40E-01
1.06E+00,-4.41E-01
1.06E+00,-4.41E-01
1.06E+00,-4.41E-01
1.06E+00,-4.42E-01
1.06E+00,-4.40E-01
1.06E+00,-4.41E-01
1.06E+00,-4.41E-01
1.07E+00,-4.40E-01
1.07E+00,-4.42E-01
1.07E+00,-4.40E-01
1.07E+00,-4.42E-01
1.07E+00,-4.41E-01
1.07E+00,-4.40E-01
1.07E+00,-4.41E-01
1.07E+00,-4.40E-01
1.07E+00,-4.41E-01
1.07E+00,-4.41E-01
1.07E+00,-4.41E-01
1.07E+00,-4.42E-01
1.08E+00,-4.40E-01
1.08E+00,-4.41E-01
1.08E+00,-4.41E-01
1.08E+00,-4.40E-01
1.08E+00,-4.42E-01
1.08E+00,-4.40E-01
1.08E+00,-4.41E-01
1.08E+00,-4.41E-01
1.08E+00,-4.41E-01
1.08E+00,-4.41E-01
1.08E+00,-4.39E-01
1.08E+00,-4.41E-01
1.08E+00,-4.40E-01
1.08E+00,-4.40E-01
1.08E+00,-4.41E-01
1.09E+00,-4.40E-01
1.09E+00,-4.42E-01
1.08E+00,-4.41E-01
1.09E+00,-4.40E-01
1.09E+00,-4.42E-01
1.09E+00,-4.40E-01
1.09E+00,-4.42E-01
1.09E+00,-4.41E-01
1.09E+00,-4.40E-01
1.09E+00,-4.42E-01
1.09E+00,-4.40E-01
1.09E+00,-4.41E-01
1.09E+00,-4.41E-01
1.09E+00,-4.40E-01
1.09E+00,-4.42E-01
1.09E+00,-4.40E-01
1.09E+00,-4.42E-01
1.09E+00,-4.40E-01
1.09E+00,-4.41E-01
1.09E+00,-4.41E-01
1.10E+00,-4.40E-01
1.10E+00,-4.42E-01
1.10E+00,-4.40E-01
1.10E+00,-4.40E-01
1.10E+00,-4.41E-01
1.10E+00,-4.40E-01
1.10E+00,-4.41E-01
1.10E+00,-4.41E-01
1.10E+00,-4.40E-01
1.10E+00,-4.41E-01
1.10E+00,-4.40E-01
1.10E+00,-4.41E-01
1.10E+00,-4.40E-01
1.10E+00,-4.40E-01
1.10E+00,-4.41E-01
1.10E+00,-4.40E-01
1.10E+00,-4.42E-01
1.10E+00,-4.41E-01
1.11E+00,-4.41E-01
1.11E+00,-4.42E-01
1.11E+00,-4.40E-01
1.11E+00,-4.41E-01
1.11E+00,-4.41E-01
1.11E+00,-4.40E-01
1.11E+00,-4.41E-01
1.11E+00,-4.40E-01
1.11E+00,-4.41E-01
1.11E+00,-4.40E-01
1.11E+00,-4.41E-01
1.11E+00,-4.42E-01
1.11E+00,-4.40E-01
1.11E+00,-4.41E-01
1.11E+00,-4.40E-01
1.11E+00,-4.41E-01
1.11E+00,-4.41E-01
1.11E+00,-4.40E-01
1.11E+00,-4.41E-01
1.12E+00,-4.41E-01
1.12E+00,-4.40E-01
1.12E+00,-4.41E-01
1.12E+00,-4.40E-01
1.12E+00,-4.41E-01
1.12E+00,-4.40E-01
1.12E+00,-4.40E-01
1.12E+00,-4.42E-01
1.12E+00,-4.40E-01
1.12E+00,-4.41E-01
1.12E+00,-4.40E-01
1.12E+00,-4.41E-01
1.12E+00,-4.41E-01
1.12E+00,-4.40E-01
1.12E+00,-4.42E-01
1.12E+00,-4.41E-01
1.12E+00,-4.41E-01
1.12E+00,-4.42E-01
1.12E+00,-4.40E-01
1.13E+00,-4.42E-01
1.13E+00,-4.40E-01
1.13E+00,-4.41E-01
1.13E+00,-4.41E-01
1.13E+00,-4.40E-01
1.13E+00,-4.42E-01
1.13E+00,-4.41E-01
1.13E+00,-4.40E-01
1.13E+00,-4.42E-01
1.13E+00,-4.41E-01
1.13E+00,-4.42E-01
1.13E+00,-4.40E-01
1.13E+00,-4.40E-01
1.13E+00,-4.41E-01
1.13E+00,-4.40E-01
1.13E+00,-4.41E-01
